store,item,date,forecast,lower_95,upper_95
3,48,2018-03-07,57.7,46.7,68
3,48,2018-03-08,61,50.6,71.4
3,48,2018-03-09,66.3,55.6,76.6
3,48,2018-03-10,69.6,58.9,79.7
3,48,2018-03-11,73.9,63.6,83.6
3,48,2018-03-12,50.1,39.6,60.7
3,48,2018-03-13,58,46.6,67.8
3,48,2018-03-14,58.7,48,69.1
3,48,2018-03-15,62,51.8,72.1
3,48,2018-03-16,67.3,56.8,77.8
3,48,2018-03-17,70.6,60.3,80.7
3,48,2018-03-18,74.9,65,85.7
3,48,2018-03-19,51.2,40.3,61.2
3,48,2018-03-20,59.1,48.3,69.6
3,48,2018-03-21,59.9,48.1,69.6
3,48,2018-03-22,63.3,52.4,73.5
3,48,2018-03-23,68.8,57.2,79.5
3,48,2018-03-24,72.2,62.5,82
3,48,2018-03-25,76.7,66.7,87.3
3,48,2018-03-26,53.2,42.4,63.2
3,48,2018-03-27,61.3,50.6,72.3
3,48,2018-03-28,62.3,52.3,72.9
3,48,2018-03-29,65.9,55.4,76.2
3,48,2018-03-30,71.5,60.8,82.4
3,48,2018-03-31,75.2,64.5,85.5
3,49,2018-01-01,23.2,15.2,30.9
3,49,2018-01-02,27.3,19.8,35
3,49,2018-01-03,27.9,20.4,36
3,49,2018-01-04,30.1,22,37.5
3,49,2018-01-05,32.4,24.1,40.6
3,49,2018-01-06,34.3,27,41.9
3,49,2018-01-07,36.7,29.1,44.5
3,49,2018-01-08,23.1,15.8,31.1
3,49,2018-01-09,27.1,19.4,35.1
3,49,2018-01-10,27.6,19.9,34.9
3,49,2018-01-11,29.6,21.8,37.4
3,49,2018-01-12,31.8,23.8,40
3,49,2018-01-13,33.6,25.4,41.6
3,49,2018-01-14,36,28,43.8
3,49,2018-01-15,22.3,14.7,30.6
3,49,2018-01-16,26.2,18.2,34.4
3,49,2018-01-17,26.7,18.8,34.9
3,49,2018-01-18,28.8,20.9,36.7
3,49,2018-01-19,30.9,23.3,38.6
3,49,2018-01-20,32.8,25.3,40.2
3,49,2018-01-21,35.2,26.8,43.2
3,49,2018-01-22,21.7,14.1,29.5
3,49,2018-01-23,25.7,17.8,33.5
3,49,2018-01-24,26.2,18.5,33.6
3,49,2018-01-25,28.4,20.4,36.3
3,49,2018-01-26,30.7,22.5,38.7
3,49,2018-01-27,32.6,24.2,40.8
3,49,2018-01-28,35.2,27.6,43.2
3,49,2018-01-29,21.8,14.2,29.2
3,49,2018-01-30,25.9,17.5,33.8
3,49,2018-01-31,26.6,18.9,34.4
3,49,2018-02-01,28.9,21.2,36.9
3,49,2018-02-02,31.3,23.7,39.4
3,49,2018-02-03,33.4,25.4,41.4
3,49,2018-02-04,36.1,27.9,44.5
3,49,2018-02-05,22.7,14.8,30.8
3,49,2018-02-06,27,18.8,34.9
3,49,2018-02-07,27.7,19.8,35.7
3,49,2018-02-08,30.1,22.3,38.2
3,49,2018-02-09,32.6,24.9,40.5
3,49,2018-02-10,34.7,27.3,42.4
3,49,2018-02-11,37.4,29.1,45.1
3,49,2018-02-12,24.1,16.1,32.5
3,49,2018-02-13,28.3,20.9,36.3
3,49,2018-02-14,29.1,21.2,37.1
3,49,2018-02-15,31.5,23.9,38.8
3,49,2018-02-16,34,25.8,41.3
3,49,2018-02-17,36.1,28.6,44.2
3,49,2018-02-18,38.8,31.5,46.9
3,49,2018-02-19,25.5,17.3,33.2
3,49,2018-02-20,29.8,21.8,38
3,49,2018-02-21,30.6,22.2,38.6
3,49,2018-02-22,32.9,25,40.9
3,49,2018-02-23,35.4,28.2,44.1
3,49,2018-02-24,37.5,29.3,45.5
3,49,2018-02-25,40.3,32.8,48.1
3,49,2018-02-26,27,19,34.8
3,49,2018-02-27,31.2,23.3,38.2
3,49,2018-02-28,32,24,40
3,49,2018-03-01,34.3,26.6,42.3
3,49,2018-03-02,36.8,28.8,45.3
3,49,2018-03-03,38.9,31.4,46.9
3,49,2018-03-04,41.6,34.3,49
3,49,2018-03-05,28.3,20.8,36.2
3,49,2018-03-06,32.5,24.5,40.3
3,49,2018-03-07,33.2,25.7,41.3
3,49,2018-03-08,35.5,28.1,43.6
3,49,2018-03-09,38,30,45.9
3,49,2018-03-10,40,32.7,47.8
3,49,2018-03-11,42.7,35.2,50.8
3,49,2018-03-12,29.3,21.5,37.6
3,49,2018-03-13,33.4,25.1,40.7
3,49,2018-03-14,34.1,25.5,42.3
3,49,2018-03-15,36.4,28.4,44.3
3,49,2018-03-16,38.7,31,46.5
3,49,2018-03-17,40.7,32.6,48.8
3,49,2018-03-18,43.3,35.7,51.3
3,49,2018-03-19,29.9,21.6,38.1
3,49,2018-03-20,34,26.3,41.7
3,49,2018-03-21,34.7,26.8,42.4
3,49,2018-03-22,36.9,28.7,45
3,49,2018-03-23,39.2,30.7,46.8
3,49,2018-03-24,41.2,32.9,48.8
3,49,2018-03-25,43.8,36.2,51.8
3,49,2018-03-26,30.4,22.5,38.6
3,49,2018-03-27,34.6,26.3,42.4
3,49,2018-03-28,35.3,27.5,42.8
3,49,2018-03-29,37.6,29.3,45.4
3,49,2018-03-30,40,31.5,47.8
3,49,2018-03-31,42.1,34.1,50
3,50,2018-01-01,53.2,41.3,65.1
3,50,2018-01-02,62.5,50.9,75.1
3,50,2018-01-03,62.3,50.5,73.5
3,50,2018-01-04,67.7,55.4,79.2
3,50,2018-01-05,70.9,58.8,82.6
3,50,2018-01-06,76,63.2,87.6
3,50,2018-01-07,80.9,69.3,92.6
3,50,2018-01-08,52.2,40.3,63.7
3,50,2018-01-09,61.3,49.4,73.6
3,50,2018-01-10,60.9,49.5,72.3
3,50,2018-01-11,66.1,53.7,77.2
3,50,2018-01-12,69.2,56.9,81.3
3,50,2018-01-13,74.2,63,85.6
3,50,2018-01-14,79.1,67.4,91.6
3,50,2018-01-15,50.5,38.4,62.1
3,50,2018-01-16,59.7,47.7,70.1
3,50,2018-01-17,59.4,47.5,71.6
3,50,2018-01-18,64.9,53.4,75.9
3,50,2018-01-19,68.1,56,79.7
3,50,2018-01-20,73.5,61.7,84.8
3,50,2018-01-21,78.6,67,90.2
3,50,2018-01-22,50.3,39.3,62
3,50,2018-01-23,59.8,47.5,71.9
3,50,2018-01-24,59.8,48.2,70.9
3,50,2018-01-25,65.5,53.5,77.5
3,50,2018-01-26,69,58.3,79.7
3,50,2018-01-27,74.6,63.4,86.5
3,50,2018-01-28,80,68.3,92.3
3,50,2018-01-29,51.8,40.2,63.9
3,50,2018-01-30,61.5,49.7,73.8
3,50,2018-01-31,61.7,50.8,73.2
3,50,2018-02-01,67.5,56.1,79.5
3,50,2018-02-02,71.1,59.7,82.1
3,50,2018-02-03,76.8,65.5,88.2
3,50,2018-02-04,82.1,70.1,93.7
3,50,2018-02-05,54,42.7,65.3
3,50,2018-02-06,63.6,51.7,75.2
3,50,2018-02-07,63.7,52.3,76.3
3,50,2018-02-08,69.5,57.2,80.8
3,50,2018-02-09,73,61.5,84.8
3,50,2018-02-10,78.6,67.5,90.6
3,50,2018-02-11,83.9,72.4,95.1
3,50,2018-02-12,55.7,43.1,67
3,50,2018-02-13,65.3,53.2,77
3,50,2018-02-14,65.3,53.8,78.2
3,50,2018-02-15,71.1,59.8,83.2
3,50,2018-02-16,74.7,64,86.6
3,50,2018-02-17,80.3,69.1,92.7
3,50,2018-02-18,85.6,73.5,97.6
3,50,2018-02-19,57.5,45.4,69.6
3,50,2018-02-20,67.2,54.9,79.5
3,50,2018-02-21,67.4,56.6,79.3
3,50,2018-02-22,73.4,61,84.7
3,50,2018-02-23,77.1,64.8,88.6
3,50,2018-02-24,82.9,71.6,95.6
3,50,2018-02-25,88.4,76.8,100.1
3,50,2018-02-26,60.5,48.4,72.5
3,50,2018-02-27,70.4,58.4,82.4
3,50,2018-02-28,70.8,59.1,81.9
3,50,2018-03-01,76.9,65,88.8
3,50,2018-03-02,80.7,68.9,92.6
3,50,2018-03-03,86.6,75.7,98.2
3,50,2018-03-04,92.3,80.5,103.7
3,50,2018-03-05,64.4,52.9,76.4
3,50,2018-03-06,74.3,61.7,86.2
3,50,2018-03-07,74.7,63.4,86.8
3,50,2018-03-08,80.7,69.4,92.6
3,50,2018-03-09,84.5,72.6,96.8
3,50,2018-03-10,90.2,78.5,102.2
3,50,2018-03-11,95.7,84.4,106.7
3,50,2018-03-12,67.6,55.3,80
3,50,2018-03-13,77.3,64.7,88.3
3,50,2018-03-14,77.4,66.2,89.3
3,50,2018-03-15,83.2,71,94.9
3,50,2018-03-16,86.7,75.2,99
3,50,2018-03-17,92.2,80.9,104
3,50,2018-03-18,97.4,85.7,109.6
3,50,2018-03-19,69,57.5,82.1
3,50,2018-03-20,78.5,66.7,90.3
3,50,2018-03-21,78.4,66.5,91
3,50,2018-03-22,83.9,72.8,96.6
3,50,2018-03-23,87.3,75.7,98.3
3,50,2018-03-24,92.6,80.8,103.5
3,50,2018-03-25,97.8,85,108.9
3,50,2018-03-26,69.4,57.5,80.1
3,50,2018-03-27,78.8,66.9,90.3
3,50,2018-03-28,78.8,66.6,90.1
3,50,2018-03-29,84.4,72.9,96
3,50,2018-03-30,87.9,75.7,99
3,50,2018-03-31,93.5,82.3,105
4,1,2018-01-01,16,9.8,22.4
4,1,2018-01-02,18.7,12.5,24.9
4,1,2018-01-03,19.2,12.9,25
4,1,2018-01-04,20.6,14.4,27.2
4,1,2018-01-05,22,16.2,28.4
4,1,2018-01-06,22.5,16.6,28.5
4,1,2018-01-07,24.1,18.3,30.3
4,1,2018-01-08,15.3,9.3,21.2
4,1,2018-01-09,18,12,24.5
4,1,2018-01-10,18.4,11.9,24.4
4,1,2018-01-11,19.8,13.6,25.9
4,1,2018-01-12,21.4,15.3,27.9
4,1,2018-01-13,21.9,15.6,28.1
4,1,2018-01-14,23.5,17.3,29.5
4,1,2018-01-15,14.8,8.3,21.1
4,1,2018-01-16,17.7,11.4,23.7
4,1,2018-01-17,18.2,11.7,24.3
4,1,2018-01-18,19.8,13.4,26.3
4,1,2018-01-19,21.4,15.2,27.6
4,1,2018-01-20,22.1,16.3,28.5
4,1,2018-01-21,23.8,17.5,29.9
4,1,2018-01-22,15.3,9.4,21.5
4,1,2018-01-23,18.2,11.8,24.3
4,1,2018-01-24,18.9,12.4,24.9
4,1,2018-01-25,20.5,14.6,26.8
4,1,2018-01-26,22.2,15.6,28.6
4,1,2018-01-27,22.9,16.6,29.3
4,1,2018-01-28,24.7,18.8,31.2
4,1,2018-01-29,16.1,9.9,22.2
4,1,2018-01-30,19,12.8,25.4
4,1,2018-01-31,19.6,13.5,25.8
4,1,2018-02-01,21.2,14.9,27.8
4,1,2018-02-02,22.8,16.5,28.9
4,1,2018-02-03,23.5,17.4,29.7
4,1,2018-02-04,25.1,18.7,31
4,1,2018-02-05,16.5,10.2,22.8
4,1,2018-02-06,19.3,13.5,25.8
4,1,2018-02-07,19.8,13.6,26.6
4,1,2018-02-08,21.3,14.6,27.7
4,1,2018-02-09,22.9,16.9,28.7
4,1,2018-02-10,23.5,17.3,29.5
4,1,2018-02-11,25.1,19.1,30.9
4,1,2018-02-12,16.4,9.9,22.4
4,1,2018-02-13,19.2,12.8,25.5
4,1,2018-02-14,19.8,13.9,26.1
4,1,2018-02-15,21.3,15.4,27.8
4,1,2018-02-16,22.9,16.4,29.3
4,1,2018-02-17,23.6,17.4,29.7
4,1,2018-02-18,25.3,18.8,31.6
4,1,2018-02-19,16.7,10.5,22.7
4,1,2018-02-20,19.6,13.5,25.8
4,1,2018-02-21,20.3,14.6,26.7
4,1,2018-02-22,22,16.2,28.4
4,1,2018-02-23,23.7,17.5,29.9
4,1,2018-02-24,24.6,18.8,30.9
4,1,2018-02-25,26.4,20.3,32.8
4,1,2018-02-26,18,11.7,24
4,1,2018-02-27,21,15,27.4
4,1,2018-02-28,21.8,16.1,28.2
4,1,2018-03-01,23.6,17.4,29.7
4,1,2018-03-02,25.4,19.4,31.8
4,1,2018-03-03,26.2,19.9,32
4,1,2018-03-04,28.1,22,34.8
4,1,2018-03-05,19.6,13.1,25.6
4,1,2018-03-06,22.7,16.4,29.1
4,1,2018-03-07,23.4,17,29.4
4,1,2018-03-08,25,18.4,30.9
4,1,2018-03-09,26.8,20.6,33.1
4,1,2018-03-10,27.5,21,33.8
4,1,2018-03-11,29.2,23.1,35.4
4,1,2018-03-12,20.6,14.8,26.5
4,1,2018-03-13,23.5,17.6,29.5
4,1,2018-03-14,24.1,18.2,30.1
4,1,2018-03-15,25.6,19.2,31.7
4,1,2018-03-16,27.1,20.8,33.8
4,1,2018-03-17,27.7,21.3,33.8
4,1,2018-03-18,29.3,23,35.5
4,1,2018-03-19,20.6,14.8,27.3
4,1,2018-03-20,23.4,16.9,29.4
4,1,2018-03-21,23.8,17.9,30.2
4,1,2018-03-22,25.3,19.1,31.5
4,1,2018-03-23,26.8,21.2,32.5
4,1,2018-03-24,27.4,21.2,33.7
4,1,2018-03-25,29,22.5,35
4,1,2018-03-26,20.4,14.1,26.5
4,1,2018-03-27,23.2,16.6,29.4
4,1,2018-03-28,23.8,17.3,30.1
4,1,2018-03-29,25.4,18.6,31.4
4,1,2018-03-30,27,20.6,33.1
4,1,2018-03-31,27.7,21.5,33.7
4,2,2018-01-01,40,28.6,51
4,2,2018-01-02,48.2,37.4,58.9
4,2,2018-01-03,48.1,37.3,59.2
4,2,2018-01-04,53,42.2,64.3
4,2,2018-01-05,56.4,45.6,66.9
4,2,2018-01-06,61.2,49.9,71.8
4,2,2018-01-07,64.5,54,75
4,2,2018-01-08,40.2,29,51.2
4,2,2018-01-09,48.4,37.4,59.9
4,2,2018-01-10,48.2,38,58.4
4,2,2018-01-11,53.1,42.4,63.4
4,2,2018-01-12,56.5,45.5,67.2
4,2,2018-01-13,61.3,51,71.9
4,2,2018-01-14,64.7,53.4,76.2
4,2,2018-01-15,40.5,29.5,50.5
4,2,2018-01-16,48.7,37.4,59.3
4,2,2018-01-17,48.6,38.7,58.9
4,2,2018-01-18,53.6,42.9,63.5
4,2,2018-01-19,57.1,46.9,67
4,2,2018-01-20,62,51.1,73
4,2,2018-01-21,65.5,53.6,76.2
4,2,2018-01-22,41.4,30,51.9
4,2,2018-01-23,49.7,39,60.3
4,2,2018-01-24,49.7,39,59.8
4,2,2018-01-25,54.9,44.3,64.8
4,2,2018-01-26,58.5,46.8,69.9
4,2,2018-01-27,63.5,52.5,75.1
4,2,2018-01-28,67,56.4,78.5
4,2,2018-01-29,42.9,31.2,53.8
4,2,2018-01-30,51.3,40.1,62.8
4,2,2018-01-31,51.4,41,61.5
4,2,2018-02-01,56.5,46,67.1
4,2,2018-02-02,60.1,48.8,71.8
4,2,2018-02-03,65.1,53.8,75.9
4,2,2018-02-04,68.6,58.1,78.7
4,2,2018-02-05,44.5,33.8,56
4,2,2018-02-06,52.9,42.1,64.7
4,2,2018-02-07,52.9,42.3,63.2
4,2,2018-02-08,58,47.3,68.6
4,2,2018-02-09,61.5,50.9,72.7
4,2,2018-02-10,66.4,55.3,77.3
4,2,2018-02-11,69.8,58,80.3
4,2,2018-02-12,45.7,35.6,56.9
4,2,2018-02-13,54,43.3,64.9
4,2,2018-02-14,53.9,42.4,64.4
4,2,2018-02-15,58.9,48.5,69.7
4,2,2018-02-16,62.4,51.5,72.6
4,2,2018-02-17,67.3,57,78.2
4,2,2018-02-18,70.8,59.9,82.1
4,2,2018-02-19,46.6,36.4,58.6
4,2,2018-02-20,55,44.1,65.8
4,2,2018-02-21,55,44,65.8
4,2,2018-02-22,60.1,49.3,71
4,2,2018-02-23,63.7,53.1,74.4
4,2,2018-02-24,68.7,57.6,80.1
4,2,2018-02-25,72.2,61.6,83
4,2,2018-02-26,48.2,36.8,59
4,2,2018-02-27,56.6,45.1,67.7
4,2,2018-02-28,56.8,46.7,67.3
4,2,2018-03-01,62,51,73.2
4,2,2018-03-02,65.7,55.4,75.8
4,2,2018-03-03,70.8,59.4,81.3
4,2,2018-03-04,74.5,63.7,84.9
4,2,2018-03-05,50.6,40.5,61.9
4,2,2018-03-06,59.1,48.7,70.2
4,2,2018-03-07,59.3,48.5,70.3
4,2,2018-03-08,64.6,53.7,75.7
4,2,2018-03-09,68.4,59.1,78.9
4,2,2018-03-10,73.5,62.3,83.8
4,2,2018-03-11,77.2,66.6,87.8
4,2,2018-03-12,53.2,42.4,63.2
4,2,2018-03-13,61.7,50.9,72.1
4,2,2018-03-14,61.9,50.9,71.8
4,2,2018-03-15,67.1,57,77.2
4,2,2018-03-16,70.8,60.3,81.2
4,2,2018-03-17,75.8,64.8,86.9
4,2,2018-03-18,79.3,68.8,89.8
4,2,2018-03-19,55.3,44.1,66.4
4,2,2018-03-20,63.6,54.1,74.9
4,2,2018-03-21,63.7,52.8,74.3
4,2,2018-03-22,68.8,58.5,80.2
4,2,2018-03-23,72.3,61,83.7
4,2,2018-03-24,77.2,65.8,87.1
4,2,2018-03-25,80.7,69.6,90.9
4,2,2018-03-26,56.6,45.4,67.6
4,2,2018-03-27,64.9,53.5,76.6
4,2,2018-03-28,64.9,54.3,75.5
4,2,2018-03-29,70,59.6,80.5
4,2,2018-03-30,73.6,62.7,83.8
4,2,2018-03-31,78.5,68.1,89.7
4,3,2018-01-01,26.4,17.4,35
4,3,2018-01-02,31.7,23,40.4
4,3,2018-01-03,32.3,23.6,40.9
4,3,2018-01-04,33.9,25.3,42.9
4,3,2018-01-05,37,28.9,45.5
4,3,2018-01-06,39.3,31.3,47.9
4,3,2018-01-07,41.9,33.4,50.5
4,3,2018-01-08,26.3,17.8,34.3
4,3,2018-01-09,31.5,22.8,39.7
4,3,2018-01-10,32.1,23.6,40.8
4,3,2018-01-11,33.6,24.7,42.3
4,3,2018-01-12,36.6,28.1,45.3
4,3,2018-01-13,38.9,30.8,47.3
4,3,2018-01-14,41.5,32.6,49.8
4,3,2018-01-15,25.9,17.7,34.7
4,3,2018-01-16,31.1,22.3,39
4,3,2018-01-17,31.7,22.6,40.5
4,3,2018-01-18,33.3,24.6,42.1
4,3,2018-01-19,36.3,27.3,45.3
4,3,2018-01-20,38.7,30.2,47.7
4,3,2018-01-21,41.4,33.6,50.3
4,3,2018-01-22,25.8,17.4,33.8
4,3,2018-01-23,31.2,22.6,39.4
4,3,2018-01-24,31.8,23.6,40.8
4,3,2018-01-25,33.5,25.4,41.8
4,3,2018-01-26,36.6,28.4,44.5
4,3,2018-01-27,39.1,30.3,47.4
4,3,2018-01-28,41.8,33.7,50.4
4,3,2018-01-29,26.4,18,34.8
4,3,2018-01-30,31.7,23.3,40.3
4,3,2018-01-31,32.5,24,40.6
4,3,2018-02-01,34.2,25.8,43.1
4,3,2018-02-02,37.4,28.9,45.1
4,3,2018-02-03,39.9,30.8,48.3
4,3,2018-02-04,42.7,34.1,51.1
4,3,2018-02-05,27.3,19,35.9
4,3,2018-02-06,32.7,23.4,41.1
4,3,2018-02-07,33.5,25.3,42.3
4,3,2018-02-08,35.3,26.7,43.9
4,3,2018-02-09,38.5,30.3,47.5
4,3,2018-02-10,41,32.7,49.6
4,3,2018-02-11,43.9,35.5,52.3
4,3,2018-02-12,28.4,20.1,36.4
4,3,2018-02-13,33.9,25.4,41.8
4,3,2018-02-14,34.7,26.1,43.7
4,3,2018-02-15,36.5,28.3,45.2
4,3,2018-02-16,39.7,31.6,48
4,3,2018-02-17,42.2,34.3,50.3
4,3,2018-02-18,45.1,36.5,54.6
4,3,2018-02-19,29.7,21.6,38.6
4,3,2018-02-20,35.1,26.2,42.9
4,3,2018-02-21,35.9,26.6,44.6
4,3,2018-02-22,37.7,29.2,46.2
4,3,2018-02-23,41,32.3,49.3
4,3,2018-02-24,43.5,35.8,52.1
4,3,2018-02-25,46.4,37.4,54.8
4,3,2018-02-26,31,23,39.4
4,3,2018-02-27,36.4,28.6,44.7
4,3,2018-02-28,37.2,28.5,45.2
4,3,2018-03-01,39,30.1,46.8
4,3,2018-03-02,42.2,33.5,50.5
4,3,2018-03-03,44.8,36,53.4
4,3,2018-03-04,47.6,39.1,55.9
4,3,2018-03-05,32.2,23.8,40.7
4,3,2018-03-06,37.7,28.8,45.6
4,3,2018-03-07,38.5,29.7,46.9
4,3,2018-03-08,40.3,31.7,48.7
4,3,2018-03-09,43.5,35,52.4
4,3,2018-03-10,46,38,54.9
4,3,2018-03-11,48.8,40.5,57.9
4,3,2018-03-12,33.4,24.9,41.9
4,3,2018-03-13,38.9,30.8,47.1
4,3,2018-03-14,39.7,31.8,47.8
4,3,2018-03-15,41.4,32.7,49.7
4,3,2018-03-16,44.6,35.9,52.5
4,3,2018-03-17,47.1,38.4,55.4
4,3,2018-03-18,49.9,41.7,58.4
4,3,2018-03-19,34.5,25.7,42.7
4,3,2018-03-20,39.9,31.8,48.3
4,3,2018-03-21,40.7,31.7,49.4
4,3,2018-03-22,42.5,33.6,50.6
4,3,2018-03-23,45.7,37.4,53.4
4,3,2018-03-24,48.2,39.8,56.5
4,3,2018-03-25,51,42.4,58.9
4,3,2018-03-26,35.6,26.9,44.3
4,3,2018-03-27,41.1,32.8,49.8
4,3,2018-03-28,41.9,33.6,50.4
4,3,2018-03-29,43.6,35.9,51.9
4,3,2018-03-30,46.9,38.3,55.5
4,3,2018-03-31,49.4,41.2,58.2
4,4,2018-01-01,15.7,9.4,22.2
4,4,2018-01-02,19,12.9,25.3
4,4,2018-01-03,19.2,12.6,25.1
4,4,2018-01-04,20.5,14.4,26.9
4,4,2018-01-05,22,16,28.4
4,4,2018-01-06,23.4,17.1,29.8
4,4,2018-01-07,24.8,18.6,31.2
4,4,2018-01-08,15.1,8.6,20.8
4,4,2018-01-09,18.3,12.3,24.8
4,4,2018-01-10,18.6,12.2,24.7
4,4,2018-01-11,19.8,13.8,26.3
4,4,2018-01-12,21.4,14.5,27.5
4,4,2018-01-13,22.9,16.8,29
4,4,2018-01-14,24.3,18,31
4,4,2018-01-15,14.7,8.6,21.2
4,4,2018-01-16,18,11.7,24
4,4,2018-01-17,18.4,12.3,24.5
4,4,2018-01-18,19.8,13.7,26.1
4,4,2018-01-19,21.4,15.8,27.7
4,4,2018-01-20,23,16.8,29.4
4,4,2018-01-21,24.6,18.7,30.2
4,4,2018-01-22,15,8.9,21.5
4,4,2018-01-23,18.4,12.1,24.2
4,4,2018-01-24,18.9,12.7,24.5
4,4,2018-01-25,20.3,14.1,26.5
4,4,2018-01-26,22,16,28.1
4,4,2018-01-27,23.7,17.6,29.9
4,4,2018-01-28,25.2,18.9,31.3
4,4,2018-01-29,15.7,9.9,22.2
4,4,2018-01-30,19.1,13.2,25.8
4,4,2018-01-31,19.6,13.5,25.7
4,4,2018-02-01,21,14.5,27.7
4,4,2018-02-02,22.7,16.3,29.6
4,4,2018-02-03,24.2,18,30.9
4,4,2018-02-04,25.8,19.4,32.7
4,4,2018-02-05,16.2,10.1,22.8
4,4,2018-02-06,19.5,13.4,25.5
4,4,2018-02-07,19.9,13.7,27
4,4,2018-02-08,21.3,15.1,27.2
4,4,2018-02-09,22.9,16.7,29.2
4,4,2018-02-10,24.4,18.3,30.3
4,4,2018-02-11,25.9,19.8,32.3
4,4,2018-02-12,16.3,9.8,22.5
4,4,2018-02-13,19.6,13.6,25.8
4,4,2018-02-14,20,13.9,26.2
4,4,2018-02-15,21.4,15,27.6
4,4,2018-02-16,23,17.1,29.3
4,4,2018-02-17,24.6,18.3,30.9
4,4,2018-02-18,26.2,19.9,32.1
4,4,2018-02-19,16.6,10.4,23
4,4,2018-02-20,20,13.9,25.7
4,4,2018-02-21,20.5,14.1,26.8
4,4,2018-02-22,22,16,28.1
4,4,2018-02-23,23.7,17.1,30.2
4,4,2018-02-24,25.4,18.5,31.6
4,4,2018-02-25,27,20.5,32.4
4,4,2018-02-26,17.5,11.4,23.7
4,4,2018-02-27,21,15.1,27.4
4,4,2018-02-28,21.5,15.1,27.4
4,4,2018-03-01,23.1,16.8,29.3
4,4,2018-03-02,24.8,18.9,30.9
4,4,2018-03-03,26.5,20.1,32.9
4,4,2018-03-04,28.2,21.2,34.1
4,4,2018-03-05,18.7,12.9,25.2
4,4,2018-03-06,22.2,15.7,28.4
4,4,2018-03-07,22.7,16.4,28.8
4,4,2018-03-08,24.1,17.9,29.8
4,4,2018-03-09,25.9,19.7,32.3
4,4,2018-03-10,27.5,21.2,33.5
4,4,2018-03-11,29.1,22.5,35.2
4,4,2018-03-12,19.5,13.2,25.6
4,4,2018-03-13,22.9,16.4,29.2
4,4,2018-03-14,23.3,17.4,29.6
4,4,2018-03-15,24.7,18.5,30.8
4,4,2018-03-16,26.4,19.9,32.9
4,4,2018-03-17,28,21.8,34.4
4,4,2018-03-18,29.5,23.5,35.6
4,4,2018-03-19,19.9,13.7,26.2
4,4,2018-03-20,23.3,17.2,30
4,4,2018-03-21,23.7,17.3,29.8
4,4,2018-03-22,25.1,18.6,31.7
4,4,2018-03-23,26.7,20.4,33.2
4,4,2018-03-24,28.3,22.3,34.5
4,4,2018-03-25,29.9,23.8,35.6
4,4,2018-03-26,20.4,14.1,26.7
4,4,2018-03-27,23.8,17.7,30.1
4,4,2018-03-28,24.3,17.7,30.3
4,4,2018-03-29,25.8,19.3,31.8
4,4,2018-03-30,27.5,21.1,33.4
4,4,2018-03-31,29.2,22.8,35.4
4,5,2018-01-01,12.4,6.6,17.9
4,5,2018-01-02,15.1,9.2,20.7
4,5,2018-01-03,15,9.2,20.5
4,5,2018-01-04,16.8,11.1,22.4
4,5,2018-01-05,18.3,12.8,24
4,5,2018-01-06,19.3,13.7,24.5
4,5,2018-01-07,20.6,14.9,26.3
4,5,2018-01-08,12.8,6.9,18
4,5,2018-01-09,15.5,10,21.3
4,5,2018-01-10,15.3,9.5,20.7
4,5,2018-01-11,17.2,11.5,23
4,5,2018-01-12,18.6,12.4,24
4,5,2018-01-13,19.6,13.9,25.4
4,5,2018-01-14,20.8,15.3,26.6
4,5,2018-01-15,13,7,19.1
4,5,2018-01-16,15.7,9.9,21.2
4,5,2018-01-17,15.5,9.2,21.5
4,5,2018-01-18,17.3,11.3,23.1
4,5,2018-01-19,18.7,12.8,24.4
4,5,2018-01-20,19.6,13.9,25.3
4,5,2018-01-21,20.9,15.7,26.6
4,5,2018-01-22,13,7.4,19.1
4,5,2018-01-23,15.7,10.1,21.8
4,5,2018-01-24,15.5,10.1,21.1
4,5,2018-01-25,17.3,11.6,23.2
4,5,2018-01-26,18.7,13.2,24.4
4,5,2018-01-27,19.6,14.1,25.5
4,5,2018-01-28,20.9,15.4,26.5
4,5,2018-01-29,13.1,7.2,18.9
4,5,2018-01-30,15.8,10,21.4
4,5,2018-01-31,15.6,10,21
4,5,2018-02-01,17.4,11.7,22.9
4,5,2018-02-02,18.8,13.3,24.8
4,5,2018-02-03,19.8,14.2,25.7
4,5,2018-02-04,21.1,15.7,27.1
4,5,2018-02-05,13.3,7.3,19.1
4,5,2018-02-06,16,10.1,21.9
4,5,2018-02-07,15.8,10.1,21.6
4,5,2018-02-08,17.7,11.9,23.6
4,5,2018-02-09,19.2,13.4,24.3
4,5,2018-02-10,20.2,14.7,25.9
4,5,2018-02-11,21.5,15.8,27.3
4,5,2018-02-12,13.7,8.2,19.9
4,5,2018-02-13,16.4,10.8,22.1
4,5,2018-02-14,16.3,10.2,21.9
4,5,2018-02-15,18.1,12.2,23.5
4,5,2018-02-16,19.6,13.7,25.2
4,5,2018-02-17,20.6,14.8,26.6
4,5,2018-02-18,22,16.8,27.9
4,5,2018-02-19,14.1,8.2,19.8
4,5,2018-02-20,16.9,11.2,22.3
4,5,2018-02-21,16.8,11,21.9
4,5,2018-02-22,18.6,13.3,24
4,5,2018-02-23,20.1,14.7,25.4
4,5,2018-02-24,21.1,15.4,26.7
4,5,2018-02-25,22.5,17,28.1
4,5,2018-02-26,14.7,8.8,20.7
