store,item,week,weekly_forecast,weekly_lower,weekly_upper
3,26,2018-02-04,345,273,413
3,26,2018-02-11,353,280,424
3,26,2018-02-18,365,294,436
3,26,2018-02-25,380,308,449
3,26,2018-03-04,394,325,466
3,26,2018-03-11,409,336,482
3,26,2018-03-18,424,352,495
3,26,2018-03-25,436,364,507
3,27,2017-12-31,124,83,163
3,27,2018-01-07,149,102,194
3,27,2018-01-14,152,108,198
3,27,2018-01-21,159,115,205
3,27,2018-01-28,165,119,210
3,27,2018-02-04,167,123,212
3,27,2018-02-11,169,123,214
3,27,2018-02-18,176,130,221
3,27,2018-02-25,185,140,230
3,27,2018-03-04,192,146,238
3,27,2018-03-11,192,148,238
3,27,2018-03-18,192,146,236
3,27,2018-03-25,196,150,242
3,28,2017-12-31,509,422,593
3,28,2018-01-07,616,518,713
3,28,2018-01-14,618,520,714
3,28,2018-01-21,622,526,720
3,28,2018-01-28,629,532,729
3,28,2018-02-04,641,539,739
3,28,2018-02-11,661,563,759
3,28,2018-02-18,691,596,791
3,28,2018-02-25,723,624,823
3,28,2018-03-04,749,650,845
3,28,2018-03-11,766,668,864
3,28,2018-03-18,785,690,881
3,28,2018-03-25,812,715,910
3,29,2017-12-31,405,330,480
3,29,2018-01-07,481,395,569
3,29,2018-01-14,479,391,568
3,29,2018-01-21,489,403,576
3,29,2018-01-28,504,416,589
3,29,2018-02-04,518,430,605
3,29,2018-02-11,530,442,619
3,29,2018-02-18,549,463,634
3,29,2018-02-25,572,482,660
3,29,2018-03-04,595,508,681
3,29,2018-03-11,610,525,698
3,29,2018-03-18,624,535,710
3,29,2018-03-25,643,558,727
3,30,2017-12-31,238,183,293
3,30,2018-01-07,288,224,352
3,30,2018-01-14,290,225,353
3,30,2018-01-21,292,226,357
3,30,2018-01-28,292,228,356
3,30,2018-02-04,294,232,358
3,30,2018-02-11,303,241,368
3,30,2018-02-18,318,255,382
3,30,2018-02-25,336,272,399
3,30,2018-03-04,349,285,412
3,30,2018-03-11,356,292,420
3,30,2018-03-18,362,298,425
3,30,2018-03-25,374,311,438
3,31,2017-12-31,339,268,407
3,31,2018-01-07,407,326,486
3,31,2018-01-14,408,329,491
3,31,2018-01-21,418,338,495
3,31,2018-01-28,428,350,508
3,31,2018-02-04,436,356,516
3,31,2018-02-11,443,363,523
3,31,2018-02-18,458,377,540
3,31,2018-02-25,481,401,562
3,31,2018-03-04,505,426,586
3,31,2018-03-11,522,443,600
3,31,2018-03-18,533,454,612
3,31,2018-03-25,545,464,626
3,32,2017-12-31,258,200,316
3,32,2018-01-07,312,245,378
3,32,2018-01-14,313,247,381
3,32,2018-01-21,317,251,384
3,32,2018-01-28,320,252,387
3,32,2018-02-04,320,254,387
3,32,2018-02-11,327,260,394
3,32,2018-02-18,343,275,410
3,32,2018-02-25,364,297,431
3,32,2018-03-04,379,313,446
3,32,2018-03-11,386,320,453
3,32,2018-03-18,391,321,457
3,32,2018-03-25,402,338,468
3,33,2017-12-31,398,327,471
3,33,2018-01-07,483,400,567
3,33,2018-01-14,489,403,574
3,33,2018-01-21,497,413,583
3,33,2018-01-28,504,420,588
3,33,2018-02-04,513,427,594
3,33,2018-02-11,529,447,612
3,33,2018-02-18,554,470,639
3,33,2018-02-25,579,495,664
3,33,2018-03-04,596,513,680
3,33,2018-03-11,606,520,689
3,33,2018-03-18,619,531,702
3,33,2018-03-25,639,557,723
3,34,2017-12-31,155,111,197
3,34,2018-01-07,184,134,233
3,34,2018-01-14,182,132,230
3,34,2018-01-21,184,132,232
3,34,2018-01-28,188,139,238
3,34,2018-02-04,192,144,242
3,34,2018-02-11,196,146,246
3,34,2018-02-18,202,152,250
3,34,2018-02-25,211,162,258
3,34,2018-03-04,221,172,270
3,34,2018-03-11,228,179,277
3,34,2018-03-18,234,185,282
3,34,2018-03-25,238,190,288
3,35,2017-12-31,380,311,449
3,35,2018-01-07,456,373,538
3,35,2018-01-14,451,370,532
3,35,2018-01-21,454,373,534
3,35,2018-01-28,467,384,548
3,35,2018-02-04,485,405,564
3,35,2018-02-11,500,417,583
3,35,2018-02-18,511,430,594
3,35,2018-02-25,523,443,605
3,35,2018-03-04,540,458,622
3,35,2018-03-11,564,481,645
3,35,2018-03-18,587,503,667
3,35,2018-03-25,604,522,684
3,36,2017-12-31,455,375,533
3,36,2018-01-07,544,450,632
3,36,2018-01-14,538,447,630
3,36,2018-01-21,541,448,630
3,36,2018-01-28,553,460,645
3,36,2018-02-04,567,475,657
3,36,2018-02-11,581,490,670
3,36,2018-02-18,599,508,691
3,36,2018-02-25,621,530,712
3,36,2018-03-04,645,553,735
3,36,2018-03-11,666,574,756
3,36,2018-03-18,684,594,773
3,36,2018-03-25,704,615,792
3,37,2017-12-31,170,125,217
3,37,2018-01-07,206,151,259
3,37,2018-01-14,206,152,260
3,37,2018-01-21,209,154,263
3,37,2018-01-28,212,157,265
3,37,2018-02-04,214,161,269
3,37,2018-02-11,219,165,273
3,37,2018-02-18,229,175,283
3,37,2018-02-25,244,189,297
3,37,2018-03-04,255,200,310
3,37,2018-03-11,260,206,314
3,37,2018-03-18,259,202,310
3,37,2018-03-25,259,205,311
3,38,2017-12-31,468,385,551
3,38,2018-01-07,562,463,657
3,38,2018-01-14,561,464,656
3,38,2018-01-21,570,474,669
3,38,2018-01-28,585,488,682
3,38,2018-02-04,599,502,696
3,38,2018-02-11,612,516,710
3,38,2018-02-18,632,537,726
3,38,2018-02-25,657,563,758
3,38,2018-03-04,681,585,778
3,38,2018-03-11,700,603,795
3,38,2018-03-18,715,618,814
3,38,2018-03-25,736,640,830
3,39,2017-12-31,260,201,319
3,39,2018-01-07,319,252,386
3,39,2018-01-14,319,251,388
3,39,2018-01-21,319,250,386
3,39,2018-01-28,321,252,390
3,39,2018-02-04,327,259,392
3,39,2018-02-11,335,266,402
3,39,2018-02-18,346,278,415
3,39,2018-02-25,359,291,427
3,39,2018-03-04,373,305,442
3,39,2018-03-11,386,318,452
3,39,2018-03-18,398,327,467
3,39,2018-03-25,411,342,480
3,40,2017-12-31,177,130,223
3,40,2018-01-07,210,157,265
3,40,2018-01-14,207,152,261
3,40,2018-01-21,209,154,265
3,40,2018-01-28,213,158,267
3,40,2018-02-04,217,162,271
3,40,2018-02-11,223,168,277
3,40,2018-02-18,231,175,286
3,40,2018-02-25,242,187,296
3,40,2018-03-04,250,196,305
3,40,2018-03-11,256,199,310
3,40,2018-03-18,261,207,314
3,40,2018-03-25,270,215,323
3,41,2017-12-31,128,90,167
3,41,2018-01-07,154,110,199
3,41,2018-01-14,154,111,200
3,41,2018-01-21,158,114,203
3,41,2018-01-28,162,117,208
3,41,2018-02-04,164,119,208
3,41,2018-02-11,167,122,213
3,41,2018-02-18,174,129,218
3,41,2018-02-25,182,136,227
3,41,2018-03-04,189,144,234
3,41,2018-03-11,193,148,237
3,41,2018-03-18,196,152,241
3,41,2018-03-25,203,158,249
3,42,2017-12-31,209,156,261
3,42,2018-01-07,254,194,315
3,42,2018-01-14,255,195,316
3,42,2018-01-21,262,200,325
3,42,2018-01-28,272,211,332
3,42,2018-02-04,280,220,340
3,42,2018-02-11,287,226,349
3,42,2018-02-18,293,232,355
3,42,2018-02-25,302,242,361
3,42,2018-03-04,312,252,373
3,42,2018-03-11,321,259,384
3,42,2018-03-18,328,267,390
3,42,2018-03-25,336,274,397
3,43,2017-12-31,287,226,350
3,43,2018-01-07,340,268,412
3,43,2018-01-14,343,271,414
3,43,2018-01-21,360,290,432
3,43,2018-01-28,379,308,449
3,43,2018-02-04,390,318,462
3,43,2018-02-11,394,322,465
3,43,2018-02-18,403,330,475
3,43,2018-02-25,422,351,492
3,43,2018-03-04,444,372,514
3,43,2018-03-11,458,385,529
3,43,2018-03-18,463,390,533
3,43,2018-03-25,468,395,539
3,44,2017-12-31,169,123,215
3,44,2018-01-07,206,152,260
3,44,2018-01-14,207,153,261
3,44,2018-01-21,205,152,257
3,44,2018-01-28,205,151,258
3,44,2018-02-04,208,156,262
3,44,2018-02-11,217,164,270
3,44,2018-02-18,230,174,283
3,44,2018-02-25,240,187,294
3,44,2018-03-04,246,192,299
3,44,2018-03-11,250,197,304
3,44,2018-03-18,257,203,311
3,44,2018-03-25,268,213,321
3,45,2017-12-31,475,396,555
3,45,2018-01-07,564,471,657
3,45,2018-01-14,560,470,654
3,45,2018-01-21,570,478,660
3,45,2018-01-28,584,492,679
3,45,2018-02-04,592,501,685
3,45,2018-02-11,599,505,689
3,45,2018-02-18,618,526,708
3,45,2018-02-25,652,557,745
3,45,2018-03-04,689,597,782
3,45,2018-03-11,714,621,807
3,45,2018-03-18,727,634,822
3,45,2018-03-25,741,647,831
3,46,2017-12-31,352,283,419
3,46,2018-01-07,417,340,495
3,46,2018-01-14,412,335,488
3,46,2018-01-21,418,342,497
3,46,2018-01-28,433,354,510
3,46,2018-02-04,447,370,527
3,46,2018-02-11,457,379,536
3,46,2018-02-18,470,392,550
3,46,2018-02-25,490,412,568
3,46,2018-03-04,515,437,594
3,46,2018-03-11,532,455,609
3,46,2018-03-18,540,463,620
3,46,2018-03-25,546,470,623
3,47,2017-12-31,125,86,164
3,47,2018-01-07,153,108,198
3,47,2018-01-14,157,111,203
3,47,2018-01-21,160,116,205
3,47,2018-01-28,163,118,208
3,47,2018-02-04,166,121,211
3,47,2018-02-11,170,125,214
3,47,2018-02-18,176,131,221
3,47,2018-02-25,182,137,228
3,47,2018-03-04,185,141,229
3,47,2018-03-11,189,144,234
3,47,2018-03-18,195,150,239
3,47,2018-03-25,205,161,250
3,48,2017-12-31,296,233,358
3,48,2018-01-07,350,277,424
3,48,2018-01-14,347,273,420
3,48,2018-01-21,353,280,428
3,48,2018-01-28,363,289,434
3,48,2018-02-04,374,302,446
3,48,2018-02-11,387,314,461
3,48,2018-02-18,403,328,476
3,48,2018-02-25,420,348,495
3,48,2018-03-04,433,358,507
3,48,2018-03-11,441,367,512
3,48,2018-03-18,449,374,521
3,48,2018-03-25,466,393,540
3,49,2017-12-31,175,128,222
3,49,2018-01-07,210,155,265
3,49,2018-01-14,204,149,259
3,49,2018-01-21,200,144,256
3,49,2018-01-28,203,148,258
3,49,2018-02-04,211,156,267
3,49,2018-02-11,220,166,275
3,49,2018-02-18,230,175,287
3,49,2018-02-25,240,186,296
3,49,2018-03-04,249,196,304
3,49,2018-03-11,255,199,311
3,49,2018-03-18,259,203,314
3,49,2018-03-25,264,207,319
3,50,2017-12-31,393,320,463
3,50,2018-01-07,465,382,546
3,50,2018-01-14,455,372,536
3,50,2018-01-21,458,377,539
3,50,2018-01-28,470,390,553
3,50,2018-02-04,484,403,567
3,50,2018-02-11,496,415,580
3,50,2018-02-18,511,428,595
3,50,2018-02-25,534,452,616
3,50,2018-03-04,561,479,645
3,50,2018-03-11,580,498,662
3,50,2018-03-18,587,506,671
3,50,2018-03-25,591,507,669
4,1,2017-12-31,119,82,156
4,1,2018-01-07,139,96,182
4,1,2018-01-14,138,94,181
4,1,2018-01-21,142,98,185
4,1,2018-01-28,147,104,191
4,1,2018-02-04,148,105,192
4,1,2018-02-11,148,105,192
4,1,2018-02-18,152,110,196
4,1,2018-02-25,162,120,206
4,1,2018-03-04,173,128,217
4,1,2018-03-11,178,135,221
4,1,2018-03-18,177,134,220
4,1,2018-03-25,176,131,219
4,2,2017-12-31,307,241,372
4,2,2018-01-07,372,297,447
4,2,2018-01-14,375,300,448
4,2,2018-01-21,383,305,458
4,2,2018-01-28,394,317,471
4,2,2018-02-04,405,330,481
4,2,2018-02-11,412,336,487
4,2,2018-02-18,420,344,498
4,2,2018-02-25,432,356,507
4,2,2018-03-04,450,376,526
4,2,2018-03-11,468,393,540
4,2,2018-03-18,480,405,556
4,2,2018-03-25,489,413,565
4,3,2017-12-31,201,150,253
4,3,2018-01-07,241,181,300
4,3,2018-01-14,238,177,299
4,3,2018-01-21,239,181,298
4,3,2018-01-28,244,184,303
4,3,2018-02-04,251,192,311
4,3,2018-02-11,259,201,318
4,3,2018-02-18,268,208,328
4,3,2018-02-25,277,217,335
4,3,2018-03-04,286,226,345
4,3,2018-03-11,294,235,352
4,3,2018-03-18,301,242,359
4,3,2018-03-25,310,251,369
4,4,2017-12-31,120,82,158
4,4,2018-01-07,141,97,184
4,4,2018-01-14,140,97,184
4,4,2018-01-21,143,100,185
4,4,2018-01-28,148,104,193
4,4,2018-02-04,150,107,195
4,4,2018-02-11,151,108,195
4,4,2018-02-18,154,110,198
4,4,2018-02-25,161,118,204
4,4,2018-03-04,169,125,212
4,4,2018-03-11,174,130,218
4,4,2018-03-18,176,133,221
4,4,2018-03-25,181,136,223
4,5,2017-12-31,97,63,130
4,5,2018-01-07,120,79,159
4,5,2018-01-14,121,79,161
4,5,2018-01-21,121,82,162
4,5,2018-01-28,121,82,161
4,5,2018-02-04,123,83,164
4,5,2018-02-11,126,86,166
4,5,2018-02-18,130,91,168
4,5,2018-02-25,134,94,173
4,5,2018-03-04,137,97,178
4,5,2018-03-11,141,101,180
4,5,2018-03-18,144,103,182
4,5,2018-03-25,148,108,186
4,6,2017-12-31,302,239,366
4,6,2018-01-07,367,293,442
4,6,2018-01-14,373,300,446
4,6,2018-01-21,383,308,456
4,6,2018-01-28,392,319,465
4,6,2018-02-04,398,325,471
4,6,2018-02-11,404,333,477
4,6,2018-02-18,416,341,489
4,6,2018-02-25,433,357,508
4,6,2018-03-04,449,374,525
4,6,2018-03-11,458,384,530
4,6,2018-03-18,464,388,538
4,6,2018-03-25,478,404,552
4,7,2017-12-31,315,249,380
4,7,2018-01-07,381,307,460
4,7,2018-01-14,381,303,459
4,7,2018-01-21,383,306,459
4,7,2018-01-28,388,312,464
4,7,2018-02-04,395,318,471
4,7,2018-02-11,405,326,482
4,7,2018-02-18,421,345,498
4,7,2018-02-25,443,364,517
4,7,2018-03-04,462,385,538
4,7,2018-03-11,474,400,549
4,7,2018-03-18,480,402,556
4,7,2018-03-25,486,411,564
4,8,2017-12-31,414,341,490
4,8,2018-01-07,499,415,586
4,8,2018-01-14,502,412,589
4,8,2018-01-21,511,425,600
4,8,2018-01-28,519,431,607
4,8,2018-02-04,526,439,615
4,8,2018-02-11,541,453,627
4,8,2018-02-18,568,477,654
4,8,2018-02-25,598,513,686
4,8,2018-03-04,619,531,709
4,8,2018-03-11,628,538,717
4,8,2018-03-18,634,549,722
4,8,2018-03-25,651,562,740
4,9,2017-12-31,271,211,329
4,9,2018-01-07,318,248,387
4,9,2018-01-14,315,247,386
4,9,2018-01-21,325,258,393
4,9,2018-01-28,340,272,411
4,9,2018-02-04,352,283,422
4,9,2018-02-11,358,288,426
4,9,2018-02-18,364,294,434
4,9,2018-02-25,376,307,445
4,9,2018-03-04,393,324,462
4,9,2018-03-11,410,340,477
4,9,2018-03-18,422,353,493
4,9,2018-03-25,430,363,499
4,10,2017-12-31,387,313,457
4,10,2018-01-07,464,378,547
4,10,2018-01-14,465,382,549
4,10,2018-01-21,475,391,559
4,10,2018-01-28,486,402,571
4,10,2018-02-04,495,411,578
4,10,2018-02-11,504,423,588
4,10,2018-02-18,521,437,605
4,10,2018-02-25,545,459,629
4,10,2018-03-04,569,486,653
4,10,2018-03-11,587,503,670
4,10,2018-03-18,600,517,685
4,10,2018-03-25,616,531,699
4,11,2017-12-31,376,303,447
4,11,2018-01-07,447,366,531
4,11,2018-01-14,447,366,531
4,11,2018-01-21,459,377,542
4,11,2018-01-28,472,391,552
4,11,2018-02-04,478,395,561
4,11,2018-02-11,483,398,566
4,11,2018-02-18,496,412,576
4,11,2018-02-25,520,438,605
4,11,2018-03-04,545,460,627
4,11,2018-03-11,562,481,644
4,11,2018-03-18,570,486,653
4,11,2018-03-25,578,496,661
4,12,2017-12-31,372,300,442
4,12,2018-01-07,441,358,521
4,12,2018-01-14,436,355,516
4,12,2018-01-21,445,363,528
4,12,2018-01-28,463,380,546
4,12,2018-02-04,482,399,560
4,12,2018-02-11,495,415,578
4,12,2018-02-18,508,428,590
4,12,2018-02-25,523,441,604
4,12,2018-03-04,543,460,626
4,12,2018-03-11,562,482,646
4,12,2018-03-18,576,492,659
4,12,2018-03-25,587,505,667
4,13,2017-12-31,441,367,516
4,13,2018-01-07,523,436,614
4,13,2018-01-14,516,430,606
4,13,2018-01-21,525,436,612
4,13,2018-01-28,540,453,628
4,13,2018-02-04,553,465,642
4,13,2018-02-11,565,478,654
4,13,2018-02-18,586,497,675
4,13,2018-02-25,616,528,705
4,13,2018-03-04,647,557,734
4,13,2018-03-11,666,577,754
4,13,2018-03-18,676,588,765
4,13,2018-03-25,690,601,779
4,14,2017-12-31,319,257,383
4,14,2018-01-07,382,308,457
4,14,2018-01-14,380,306,453
4,14,2018-01-21,384,312,458
4,14,2018-01-28,395,320,468
4,14,2018-02-04,405,332,480
4,14,2018-02-11,411,337,486
4,14,2018-02-18,418,343,494
4,14,2018-02-25,432,359,505
4,14,2018-03-04,451,376,527
4,14,2018-03-11,470,393,543
4,14,2018-03-18,486,411,561
4,14,2018-03-25,498,424,572
4,15,2017-12-31,474,393,553
4,15,2018-01-07,563,472,654
4,15,2018-01-14,560,471,653
4,15,2018-01-21,570,477,659
4,15,2018-01-28,584,493,676
4,15,2018-02-04,597,505,689
4,15,2018-02-11,612,522,703
4,15,2018-02-18,636,545,727
4,15,2018-02-25,668,575,760
4,15,2018-03-04,698,606,792
4,15,2018-03-11,719,628,810
4,15,2018-03-18,733,641,824
4,15,2018-03-25,752,660,842
4,16,2017-12-31,132,92,173
4,16,2018-01-07,159,113,206
4,16,2018-01-14,162,115,208
4,16,2018-01-21,169,122,217
4,16,2018-01-28,175,128,223
4,16,2018-02-04,177,130,223
4,16,2018-02-11,178,132,225
4,16,2018-02-18,185,137,231
4,16,2018-02-25,196,149,243
4,16,2018-03-04,208,161,255
4,16,2018-03-11,214,167,262
4,16,2018-03-18,216,169,263
4,16,2018-03-25,219,172,265
4,17,2017-12-31,172,126,218
4,17,2018-01-07,208,155,262
4,17,2018-01-14,210,155,263
4,17,2018-01-21,214,160,269
4,17,2018-01-28,218,164,270
4,17,2018-02-04,220,166,274
4,17,2018-02-11,223,168,279
4,17,2018-02-18,231,179,285
4,17,2018-02-25,242,188,297
4,17,2018-03-04,253,198,308
4,17,2018-03-11,261,207,316
4,17,2018-03-18,265,210,320
4,17,2018-03-25,270,217,325
4,18,2017-12-31,460,377,537
4,18,2018-01-07,549,455,645
4,18,2018-01-14,544,454,636
4,18,2018-01-21,549,454,642
4,18,2018-01-28,564,471,655
4,18,2018-02-04,581,489,673
4,18,2018-02-11,595,505,685
4,18,2018-02-18,609,518,702
4,18,2018-02-25,627,536,721
4,18,2018-03-04,650,557,741
4,18,2018-03-11,672,578,765
4,18,2018-03-18,690,599,783
4,18,2018-03-25,709,616,802
4,19,2017-12-31,222,170,274
4,19,2018-01-07,266,204,326
4,19,2018-01-14,260,199,320
4,19,2018-01-21,257,196,318
4,19,2018-01-28,263,202,324
4,19,2018-02-04,276,215,337
4,19,2018-02-11,289,228,350
4,19,2018-02-18,297,234,357
4,19,2018-02-25,303,242,364
4,19,2018-03-04,311,250,371
4,19,2018-03-11,324,264,385
4,19,2018-03-18,339,278,400
4,19,2018-03-25,352,290,412
4,20,2017-12-31,258,202,314
4,20,2018-01-07,306,240,372
4,20,2018-01-14,299,235,364
4,20,2018-01-21,303,237,368
4,20,2018-01-28,317,251,382
4,20,2018-02-04,332,269,397
4,20,2018-02-11,341,276,406
4,20,2018-02-18,345,279,411
4,20,2018-02-25,353,287,417
4,20,2018-03-04,366,301,433
4,20,2018-03-11,380,314,444
4,20,2018-03-18,389,323,454
4,20,2018-03-25,395,330,460
4,21,2017-12-31,218,165,271
4,21,2018-01-07,261,200,322
4,21,2018-01-14,259,197,319
4,21,2018-01-21,260,199,322
4,21,2018-01-28,265,203,326
4,21,2018-02-04,270,207,331
4,21,2018-02-11,276,214,336
4,21,2018-02-18,288,227,350
4,21,2018-02-25,303,241,364
4,21,2018-03-04,315,253,376
4,21,2018-03-11,321,261,382
4,21,2018-03-18,322,262,383
4,21,2018-03-25,327,263,387
4,22,2017-12-31,432,359,507
4,22,2018-01-07,516,429,602
4,22,2018-01-14,514,425,601
4,22,2018-01-21,522,436,606
4,22,2018-01-28,535,447,622
4,22,2018-02-04,549,461,635
4,22,2018-02-11,562,475,649
4,22,2018-02-18,579,492,666
4,22,2018-02-25,603,516,692
4,22,2018-03-04,628,543,714
4,22,2018-03-11,647,559,731
4,22,2018-03-18,661,577,749
4,22,2018-03-25,676,587,764
4,23,2017-12-31,155,111,198
4,23,2018-01-07,184,134,236
4,23,2018-01-14,186,137,236
4,23,2018-01-21,193,142,242
4,23,2018-01-28,201,151,252
4,23,2018-02-04,206,156,257
4,23,2018-02-11,210,159,260
4,23,2018-02-18,214,163,265
4,23,2018-02-25,222,172,272
4,23,2018-03-04,230,181,281
4,23,2018-03-11,237,187,288
4,23,2018-03-18,242,192,293
4,23,2018-03-25,248,197,299
4,24,2017-12-31,357,287,426
4,24,2018-01-07,433,352,513
4,24,2018-01-14,433,352,514
4,24,2018-01-21,436,357,517
4,24,2018-01-28,444,364,524
4,24,2018-02-04,454,373,535
4,24,2018-02-11,467,384,548
4,24,2018-02-18,481,400,562
4,24,2018-02-25,498,416,578
4,24,2018-03-04,515,437,595
4,24,2018-03-11,530,450,609
4,24,2018-03-18,544,463,623
4,24,2018-03-25,561,481,640
4,25,2017-12-31,430,355,508
4,25,2018-01-07,510,421,598
4,25,2018-01-14,506,418,594
4,25,2018-01-21,519,429,608
4,25,2018-01-28,540,450,630
4,25,2018-02-04,555,466,646
4,25,2018-02-11,564,474,653
4,25,2018-02-18,575,486,666
4,25,2018-02-25,598,508,684
4,25,2018-03-04,626,537,715
4,25,2018-03-11,648,560,737
4,25,2018-03-18,663,574,756
4,25,2018-03-25,680,588,769
4,26,2017-12-31,255,199,311
4,26,2018-01-07,305,240,369
4,26,2018-01-14,307,242,373
4,26,2018-01-21,315,252,380
4,26,2018-01-28,324,257,389
4,26,2018-02-04,329,264,395
4,26,2018-02-11,334,268,400
4,26,2018-02-18,345,281,410
4,26,2018-02-25,363,297,427
4,26,2018-03-04,381,317,445
4,26,2018-03-11,394,327,458
4,26,2018-03-18,400,336,464
4,26,2018-03-25,406,340,472
4,27,2017-12-31,119,82,157
4,27,2018-01-07,143,101,187
4,27,2018-01-14,142,100,187
4,27,2018-01-21,143,99,187
4,27,2018-01-28,144,101,188
4,27,2018-02-04,147,103,190
4,27,2018-02-11,152,109,197
4,27,2018-02-18,160,117,203
4,27,2018-02-25,168,124,211
4,27,2018-03-04,173,129,216
4,27,2018-03-11,173,130,217
4,27,2018-03-18,173,129,216
4,27,2018-03-25,176,132,219
4,28,2017-12-31,466,384,551
4,28,2018-01-07,560,461,656
4,28,2018-01-14,556,458,652
4,28,2018-01-21,561,464,656
4,28,2018-01-28,576,477,675
4,28,2018-02-04,594,495,695
4,28,2018-02-11,612,517,713
4,28,2018-02-18,629,533,727
4,28,2018-02-25,648,548,743
4,28,2018-03-04,667,571,767
4,28,2018-03-11,687,590,785
4,28,2018-03-18,706,610,805
4,28,2018-03-25,731,634,830
4,29,2017-12-31,374,302,448
4,29,2018-01-07,450,362,537
4,29,2018-01-14,446,359,528
4,29,2018-01-21,448,364,532
4,29,2018-01-28,459,376,545
4,29,2018-02-04,474,388,562
4,29,2018-02-11,491,404,576
4,29,2018-02-18,507,421,591
4,29,2018-02-25,522,437,607
4,29,2018-03-04,538,454,621
4,29,2018-03-11,558,471,642
4,29,2018-03-18,582,498,667
4,29,2018-03-25,605,518,690
4,30,2017-12-31,219,168,270
4,30,2018-01-07,264,203,324
4,30,2018-01-14,262,203,323
4,30,2018-01-21,262,201,322
4,30,2018-01-28,263,201,323
4,30,2018-02-04,270,209,332
4,30,2018-02-11,283,221,344
4,30,2018-02-18,299,239,360
4,30,2018-02-25,313,253,376
4,30,2018-03-04,323,262,382
4,30,2018-03-11,328,267,387
4,30,2018-03-18,330,268,390
4,30,2018-03-25,334,272,394
4,31,2017-12-31,316,254,377
4,31,2018-01-07,376,304,446
4,31,2018-01-14,377,305,450
4,31,2018-01-21,386,314,460
4,31,2018-01-28,397,325,469
4,31,2018-02-04,404,333,475
4,31,2018-02-11,411,337,483
4,31,2018-02-18,425,351,496
4,31,2018-02-25,446,373,517
4,31,2018-03-04,464,390,540
4,31,2018-03-11,475,400,546
4,31,2018-03-18,479,408,552
4,31,2018-03-25,488,415,561
4,32,2017-12-31,231,175,287
4,32,2018-01-07,278,213,344
4,32,2018-01-14,280,215,344
4,32,2018-01-21,289,224,357
4,32,2018-01-28,299,233,364
4,32,2018-02-04,305,240,371
4,32,2018-02-11,309,245,376
4,32,2018-02-18,319,253,384
4,32,2018-02-25,335,270,400
4,32,2018-03-04,352,287,417
4,32,2018-03-11,362,296,424
4,32,2018-03-18,366,302,432
4,32,2018-03-25,368,303,431
4,33,2017-12-31,370,302,438
4,33,2018-01-07,441,361,520
4,33,2018-01-14,440,361,523
4,33,2018-01-21,453,373,532
4,33,2018-01-28,473,395,552
4,33,2018-02-04,487,407,569
4,33,2018-02-11,494,414,573
4,33,2018-02-18,501,421,579
4,33,2018-02-25,516,436,594
4,33,2018-03-04,539,459,619
4,33,2018-03-11,561,484,641
4,33,2018-03-18,576,495,654
4,33,2018-03-25,588,511,669
4,34,2017-12-31,138,96,181
4,34,2018-01-07,170,120,219
4,34,2018-01-14,171,122,219
4,34,2018-01-21,172,123,222
4,34,2018-01-28,173,124,222
4,34,2018-02-04,175,124,224
4,34,2018-02-11,179,130,228
4,34,2018-02-18,187,138,235
4,34,2018-02-25,196,147,244
4,34,2018-03-04,204,155,255
4,34,2018-03-11,209,161,259
4,34,2018-03-18,214,166,264
4,34,2018-03-25,223,174,273
4,35,2017-12-31,344,277,410
4,35,2018-01-07,418,339,496
4,35,2018-01-14,426,348,505
4,35,2018-01-21,439,361,517
4,35,2018-01-28,449,370,531
4,35,2018-02-04,452,372,531
4,35,2018-02-11,457,378,538
4,35,2018-02-18,474,394,554
4,35,2018-02-25,501,422,582
4,35,2018-03-04,525,442,605
4,35,2018-03-11,538,460,616
4,35,2018-03-18,544,464,621
4,35,2018-03-25,554,475,636
4,36,2017-12-31,420,345,496
4,36,2018-01-07,507,420,596
4,36,2018-01-14,505,414,595
4,36,2018-01-21,509,421,596
4,36,2018-01-28,519,430,608
4,36,2018-02-04,530,438,618
4,36,2018-02-11,541,452,628
4,36,2018-02-18,557,468,647
4,36,2018-02-25,579,490,670
4,36,2018-03-04,603,516,693
4,36,2018-03-11,621,534,709
4,36,2018-03-18,632,541,720
4,36,2018-03-25,642,552,730
4,37,2017-12-31,154,109,198
4,37,2018-01-07,183,132,236
4,37,2018-01-14,185,134,238
4,37,2018-01-21,193,142,244
4,37,2018-01-28,200,149,250
4,37,2018-02-04,201,149,253
4,37,2018-02-11,201,149,253
4,37,2018-02-18,207,156,258
4,37,2018-02-25,219,169,270
4,37,2018-03-04,233,181,284
4,37,2018-03-11,240,190,292
4,37,2018-03-18,242,190,293
4,37,2018-03-25,244,193,296
4,38,2017-12-31,432,358,506
4,38,2018-01-07,522,435,612
4,38,2018-01-14,525,436,610
4,38,2018-01-21,533,446,620
4,38,2018-01-28,540,452,626
4,38,2018-02-04,544,457,634
4,38,2018-02-11,552,464,639
4,38,2018-02-18,572,485,662
4,38,2018-02-25,602,516,689
4,38,2018-03-04,631,544,719
4,38,2018-03-11,650,564,739
4,38,2018-03-18,663,577,748
4,38,2018-03-25,682,594,766
4,39,2017-12-31,235,181,291
4,39,2018-01-07,282,219,345
4,39,2018-01-14,285,220,348
4,39,2018-01-21,295,233,360
4,39,2018-01-28,305,242,369
4,39,2018-02-04,310,246,372
4,39,2018-02-11,313,248,378
